file,smell,sentence
1999 - tcs.txt,Incompleteness,[SSS118] AV telemetry data shall be available to support other TCS functions as required.
1999 - tcs.txt,Ambiguity,"As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required."
1999 - tcs.txt,Ambiguity,The payload product includes the payload sensor output and the appropriate AV and payload telemetry data.
1999 - tcs.txt,Incompleteness,[SSS188] Payload telemetry data shall be available to support other TCS functions as required.
1999 - tcs.txt,Ambiguity,"[SSS207] 3.2.4.2 Target Accuracy Estimation Capability The TCS shall have the functionality to develop an estimate of the error in computed target coordinates, 24 and associate the error estimate with the appropriate target."
1999 - tcs.txt,Ambiguity,[SSS210] The TCS shall provide the functionality necessary to interface with various C4I systems in order to satisfy the operational requirements for: [SSS211] 25 1.
1999 - tcs.txt,Ambiguity,"Use of UAV obtained data (Non-real time tracks, tactical points and amplifying information) to provide a C4I system with information that may be used by C4I system operators, for transmission on tactical data communication links, and available to support engagement by appropriate weapons systems."
1999 - tcs.txt,Ambiguity,"Receive incoming annotated as well as un-annotated analog imagery [SSS238] 3.2.5.3 C4I Interface Monitoring Capability The TCS shall have the functionality to monitor the status of all C4I interfaces, and display appropriate control information."
1999 - tcs.txt,Ambiguity,"View incoming and outgoing, annotated as well as un-annotated digital imagery messages 27 [SSS244] 3.2.6 AV Maintenance Function TCS shall be capable of executing AV maintenance software and displaying appropriate status results."
1999 - tcs.txt,Ambiguity,[SSS245] 3.2.7 Payload Maintenance Function TCS shall be capable of executing payload maintenance software and displaying appropriate status results.
1999 - tcs.txt,Ambiguity,[SSS246] 3.2.8 Data Terminal Maintenance Function TCS shall be capable of executing data terminal maintenance software and displaying appropriate status results.
1999 - tcs.txt,Ambiguity,[SSS247] 3.2.9 Workstation and Peripheral Equipment Maintenance Function TCS shall be capable of executing workstation and peripheral equipment maintenance software and displaying appropriate status results.
1999 - tcs.txt,Ambiguity,"[SSS346] 3.7.1 Air Vehicle Safety The TCS shall provide sufficient cues to allow the operator to safely take-off, land and navigate under Instrument Flight Rules."
1999 - tcs.txt,Ambiguity,[SSS347] The TCS shall provide adequate capability to allow the operator to operate each UAV within its certified operational flight envelope.
1999 - tcs.txt,Ambiguity,[SSS348] Appropriate cautions and warnings shall be provided to the operator if the air vehicle deviates into unsafe flight regime.
1999 - tcs.txt,Ambiguity,[SSS556] The TCS shall be capable of restoring power in sufficient time to avoid loss of air vehicle control during power outages.
1999 - tcs.txt,Ambiguity,"[SSS364] 3.8.2 Communications Security Links that provide communications between the TCS and other systems shall be secured in a manner appropriate for the sensitivities of the material passed through such links, in accordance with DoD Directive C-5200.5, “Communication Security (COMSEC)” dated 21 April 1990."
1999 - tcs.txt,Ambiguity,[SSS381] 3.10.1.1 Performance The TCS shall have sufficient throughput to support the processing requirements of the selected data link.
1999 - tcs.txt,Ambiguity,[SSS386] The TCS shall be capable of restoring power in sufficient time to avoid loss of critical mission data and loss of air vehicle control during power outages.
1999 - tcs.txt,Ambiguity,[SSS397] The TCS software shall be capable of being hosted on a variety of computer operating systems that are organic to the various Services.
1999 - tcs.txt,Ambiguity,[SSS411] The Design features shall be included to: [SSS412] 1. minimize the number and frequency of required preventive maintenance actions based on performance requirements and lowest life cycle costs; 2. minimize the contribution to degradation of TCS equipment reliability as a consequence of performing either preventive as well as corrective maintenance; 47 3. enable the performance of all maintenance actions with safety and comparative ease by providing adequate access to all equipment components and minimizing the requirements for special tools and test equipment; 4. minimize the requirement for specially trained maintenance personnel; 5. improve system availability by the effective selection and incorporation of Built In Test Equipment (BITE); 6. allow removal and replacement of replaceable units without soldering and unsoldering.
1999 - tcs.txt,Vagueness,[SSS421] The system shall be functionally and physically partitioned to allow for efficient fault isolation.
1999 - tcs.txt,Vagueness,[SSS423] Test points and data paths shall be defined to support efficient fault isolation.
1999 - tcs.txt,Ambiguity,Design and construction requirements for Phase 2 will be revised to reflect appropriate government approved sub-tier specifications controlling all aspects of electrical and electronic or mechanical designs for new or modified TCS equipment.
1999 - tcs.txt,Ambiguity,"[SSS427] The documentation developed shall contain sufficient level of detail to identify the functional, operational and design requirements of the TCS."
1999 - tcs.txt,Ambiguity,[SSS428] 49 The documentation shall contain sufficient technical detail to define the hardware and software design implemented to satisfy the system requirements.
1999 - tcs.txt,Ambiguity,[SSS434] The TCS shall be compatible with the external electromagnetic environment that is typical of the service specific environment in the TCS will be operated.
1999 - tcs.txt,Ambiguity,"[SSS447] When performing a given task during mission execution, the operator shall be given appropriate warning messages from other concurrently-executing subsystem tasks."
1999 - tcs.txt,Ambiguity,[SSS459] The operational tasks to be performed concurrently by the operator during normal operation will be determined by appropriate task analysis and function allocation.
1999 - tcs.txt,Vagueness,"[SSS470] The TCS shall provide automated TCS system information, control options, and logical & simple operator guidance and support for immediate and adaptive responding to crisis situations."
1999 - tcs.txt,Vagueness,"[SSS473] The TCS shall minimize alphanumeric data display in favor of graphic, pictorial information display [SSS474] The TCS HCI shall provide unambiguous AV and payload control and status feedback indicators to ensure safe, efficient operations of two AVs and their payloads by a single TCS station."
1999 - tcs.txt,Ambiguity,[SSS500] Training shall be adequate to maintain operator and maintainer skills and proficiencies.
1999 - tcs.txt,Ambiguity,"Verification of requirements will be accomplished by the use of appropriate combinations of inspections, analyses, demonstrations and tests."
1999 - tcs.txt,Incompleteness,"Inspection: The visual examination of system components, documentation, etc."
1999 - tcs.txt,Ambiguity,The TCS software shall be capable of being hosted on a variety of computer operating systems that are organic to the various Services.
1999 - tcs.txt,Ambiguity,SSS045 Shutdown of the TCS shall include shutdown of appropriate functions.
1999 - tcs.txt,Ambiguity,"SSS208 The TCS shall have the functionality to develop an estimate of the error in computed target coordinates, and associate the error estimate with the appropriate target."
1999 - tcs.txt,Incompleteness,SSS189 66 Payload telemetry data shall be available to support other TCS functions as required.
1999 - tcs.txt,Vagueness,SSS476 TCS Block 0 TCS 102 Version 2.0 2/12/99 ORD020 The TCS shall have monitor(s) that provide easy reading of displays.
1999 - tcs.txt,Vagueness,SSS446 The TCS shall have monitor(s) that provide easy reading of displays under direct sunlight and low light level environments.
1999 - tcs.txt,Ambiguity,"SSS365 Links that provide communications between the TCS and other systems shall be secured in a manner appropriate for the sensitivities of the material passed through such links, in accordance with DoD Directive C-5200.5, “Communication Security (COMSEC)” dated 21 April 1990."
1999 - tcs.txt,Ambiguity,"76 TCS Block 0 TCS 102 Version 2.0 2/12/99 ORD043 The TCS shall be ergonomically designed and provide sufficient cues to allow the pilot to safely SSS063 take off, land, and navigate under Instrument Flight Rules."
1999 - tcs.txt,Ambiguity,SSS349 Appropriate caution/warning shall be provided to the operator if the air vehicle deviates into unsafe flight regime.
1999 - tcs.txt,Ambiguity,SSS348 The TCS shall provide adequate capability to allow the operator to operate each UAV within its certified operational flight envelope.
1999 - tcs.txt,Ambiguity,"SSS347 The TCS shall provide sufficient cues to allow the operator to safely take-off, land and navigate under Instrument Flight Rules."
1999 - tcs.txt,Ambiguity,"SSS138 As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required."
1999 - tcs.txt,Ambiguity,"SSS448 When performing a given task during mission execution, the operator shall be given appropriate warning messages from other concurrently-executing subsystem tasks SSS449 TCS Warning messages shall be color coded and flashed based on mission criticality."
1999 - tcs.txt,Ambiguity,SSS457 All TCS operator inputs shall be error checked against reasonable minimum and maximum values such that any erroneous operator entry will not cause current processing to terminate.
1999 - tcs.txt,Ambiguity,SSS382 The TCS shall have sufficient throughput to support the processing requirements the selected data link.
1999 - tcs.txt,Ambiguity,"SSS239 The TCS shall have the functionality to monitor the status of all C4I interfaces, and display appropriate control information."
1999 - tcs.txt,Ambiguity,ORD079 The TCS shall be capable of restoring power in sufficient time to avoid loss of critical mission data SSS354 or loss of air vehicle control during power outages.
1999 - tcs.txt,Ambiguity,The TCS shall be capable of restoring power in sufficient time to avoid loss of air vehicle control during power outages.
1999 - tcs.txt,Ambiguity,SSS387 The TCS shall be capable of restoring power in sufficient time to avoid loss of critical mission data or loss of air vehicle control during power outages.
1999 - tcs.txt,Ambiguity,SSS501 Training shall be adequate to maintain operator and maintainer skills and proficiencies.
1999 - tcs.txt,Ambiguity,coverage (with on station relief) of any 5 target in the operating area e. Sustained flight operations altitudes >/= 15000 ft MSL > 25000 ft MSL MAE0000 N/A MAE0010 N/A 6 7 99 TCS Block 0 TCS 102 Version 2.0 2/12/99 Capabilities and Characteristics Thresholds Objectives TCS TCS ORD TCS TCS ORD RQMT Compatibl RQMT Compatible TRACIN e With TRACIN with G Threshold G Objective NUMBER NUMBE R f. Cruise Speed Sufficient to successfully employ theSufficient toMAE0000 N/A MAE0010 N/A sensors while operating at 15000 ft successfully employ 7 8 MSL the sensors while operating at >25000 ft MSL 1.1 communications Ku SATCOM / CDL VHF/HF/tactical dataMAE0000 N/A MAE0010 N/A link 8 9 1.2 Airspace coordination Equipment Through UHF/VHF radio during both .
1999 - tcs.txt,Vagueness,Designed for quick insert and removal .
1999 - tcs.txt,Ambiguity,MAE0013 YES various sizes 2 .
1999 - tcs.txt,Ambiguity,"MAE0013 YES IPL/IPA in the GCS 3 to receive, extract and push intelligence data 3.4 Mission Launch and recovery Ergonomically designed and provideAutomatic launchMAE0003 YES MAE0013 YES Subsystem (4.1.3.2) sufficient cues to allow pilot to safely and recovery system 8 4 Take-Off and Land and navigate under IFR conditions 3.5 Communications Subsystems Secure / Non-secure Interfaces Feed allMAE0003 YES MAE0013 YES CIGSS/USIS systems 9 5 Provide Interfaces to existing in theater worldwide and local comm."
1999 - tcs.txt,Incompleteness,"moved, installed, etc."
1999 - tcs.txt,Ambiguity,"Terminals (GDTs), one Portable Ground Control Station (PGCS) and one Portable Ground Data Terminal (PGDT) with line of sight (LOS) command and control links to, and receipt for telemetry and CRS0002 The system will have sufficient AVs to support a wartime surge Threshold ."
1999 - tcs.txt,Incompleteness,"N/A equipment (airborne data relay, MMP, transponder, etc.)"
1999 - tcs.txt,Ambiguity,"CRS0049 The AV will have sufficient survivability (acoustic, visual, IR, and Threshold ."
1999 - tcs.txt,Ambiguity,"N/A capable of performing target detection, recognition, and tracking of light wheeled and tracked vehicles and of providing targeting information of sufficient accuracy and timeliness to CRS0056 Auto-track is required."
1999 - tcs.txt,Incompleteness,planning systems (as required) and be compatible with the Aviation Mission Planning System (AMPS).
1999 - tcs.txt,Incompleteness,"WGS-84, NAD-72,etc."
2001 - beyond.txt,Ambiguity,All BEYOND project members have been approached and partners themselves have made a selection of appropriate projects that could support the goal of this deliverable.
2001 - beyond.txt,Ambiguity,"Also, reconsidering the purpose of this deliverable D8 and devoting some time to the usability issues has delayed this deliverable."
2001 - beyond.txt,Ambiguity,"D8, “Functional Specification and Architecture”, can to some extent be considered as a second iteration on D2 ""Requirements and Usability Methodology""."
2001 - beyond.txt,Ambiguity,"Also it is in accordance with Software Engineering terminology that D8 speaks about Functional Specifications, which are usually closer to the design/architecture than the Requirements in D2, which were most of the time high-level requirements, not very detailed."
2001 - beyond.txt,Ambiguity,Further points address training of the context engine of which some have already been mentioned above.
2001 - beyond.txt,Ambiguity,Some adaptivity related specifications are partly indicated in section ``Usability related specifications'' above.
2001 - beyond.txt,Vagueness,"At the moment, higher level functions and more powerful features for enhanced sensing can be implemented by combining speech and visual information."
2001 - beyond.txt,Vagueness,A first step towards adaptive user interfaces is to have an easy way to create customisable or “flexible” user interfaces.
2001 - beyond.txt,Vagueness,The high level requirements for this authoring tool are: • The authoring tool should allow easy modification of the behaviour of user interfaces.
2001 - beyond.txt,Vagueness,• The authoring tool should support easy development of adaptive user interfaces.
2001 - beyond.txt,Vagueness,• The authoring tool should allow the functional requirements specification of the next generation of consumer products to be developed in a much faster and efficient manner.
2001 - beyond.txt,Vagueness,"General changing requirements and extensions In general, an authoring tool is a software development tool which aims at the construction of application programs in a user-friendly way, and which allows a significant reduction in development lead-time."
2001 - beyond.txt,Incompleteness,"Examples are global positioning systems in cars, trajectory guidance in busses and metro, systems allowing the monitoring of a boat in its environment etc."
2001 - beyond.txt,Incompleteness,"""Rugged"" displays are needed, which satisfy specifications such as being resistant to vibrations, extremely high or low temperatures, shocks, high degree of humidity, magnetic fields etc."
2001 - beyond.txt,Incompleteness,"These specifications must be satisfied in addition to common image specifications with regard to resolution, colors etc."
2001 - beyond.txt,Incompleteness,"In addition, the possibility to add both textual and graphic overlay to the displayed video is necessary to show navigation information, diagnostics etc."
2001 - beyond.txt,Ambiguity,The first prototype of the UI-Editor was meant to perform some research about the general structure of the Editor.
2001 - beyond.txt,Ambiguity,Another important target is to get some feedback of the market about the new concept we are introducing.
2001 - beyond.txt,Vagueness,• The UI Editor itself should be a powerful and user friendly tool.
2001 - beyond.txt,Ambiguity,"The prototype consists of a User Interface Editor, a Vetronics system and some peripherals to try the complete system as such."
2001 - beyond.txt,Ambiguity,This prototype has been evaluated internally on the following basis: • Functionality • Compliance with requirements • UI and ease of use • Performance • Major bugs/errors This expert review resulted in some kind of score by which we could validate the prototype (or reject it).
2001 - beyond.txt,Vagueness,"This is a summary of the remarks that have been made on this prototype: • The user interface of the editor makes the program quite easy to use, which is very important before any definite product can be made and sold."
2001 - beyond.txt,Incompleteness,• The functionality of the prototype is more or less what was required • The graphical performance could be better.
2001 - beyond.txt,Ambiguity,Some screen updates were not OK • A list of bugs/malfunctions has been made.
2001 - beyond.txt,Vagueness,"• In general, the UI Editor should be a user friendly and powerful development tool."
2001 - beyond.txt,Incompleteness,"Visualization of the designed UI, menus, icons, Simulating navigation etc.)."
2001 - beyond.txt,Ambiguity,"Every member had his specific remarks on the software, as expected, some were more about the Look-And-Feel, and others were more technical about bugs and inconsistencies."
2001 - beyond.txt,Vagueness,"However, all remarks were very useful for the evaluation of this first prototype: • Tree-Type overview looks very familiar to most users, might seem complicated at first sight, it gives fast access to all modalities of the editor • An important usability requirement with respect to the UI-Editor is the WYSIWYG layout using the Windows Guidelines."
2001 - beyond.txt,Vagueness,• Font creation/modification is really easy and performing well.
2001 - beyond.txt,Ambiguity,BEYOND Public Deliverable 8 Functional Specifications and Architecture 26 February 2001 ITEA 99002 BEYOND • Some artifacts are noted during screen updates.
2001 - beyond.txt,Ambiguity,"The Vector system has some agents inside to prioritize the information available (UI- information, system status, Environment data, …)."
2001 - beyond.txt,Ambiguity,"Though using off-line adaptivity, the running Vetronics application (based on code realized by means of the UI Editor) can demonstrate “intelligent” behavior to some extent."
2001 - beyond.txt,Ambiguity,It is possible that in dangerous conditions the environmental data force the defined UI to be overruled by some built-in UI elements (e.g.
2001 - beyond.txt,Ambiguity,"Although extension will be rather limited in first, we want to do some research about extending its implementation in both the Firmware and UI-Editor."
2001 - beyond.txt,Incompleteness,This is a very important demand because the systems are mostly built in into consoles where they are not easily accessible for downloading etc.
2001 - beyond.txt,Ambiguity,Purpose of the intelligent adaptive flight deck BARCO and TUDelft collaborate in this context.It is expected that a well-designed intelligent adaptive flight deck can significantly increase the flight safety and efficiency compared to the collection of static (but often adaptable is not adaptive) and diverse displays in the cockpit of today.
2001 - beyond.txt,Incompleteness,"The flight deck communicates to the pilot information about the flight status (flight plan, position, velocity, etc."
2001 - beyond.txt,Incompleteness,"), the environment (weather, traffic, airports, etc."
2001 - beyond.txt,Incompleteness,"), and system status (aircraft system failures, etc.)."
2001 - beyond.txt,Ambiguity,"At the same time, several buttons can lighten up, various alerts can be given, and information is highlighted on the display."
2001 - beyond.txt,Vagueness,"The flight crew then has to determine the most critical problem and the right procedure to solve it, not an easy task for the human being with only a limited view of the situation and it is clear that situations like these contribute considerably to pilot workload."
2001 - beyond.txt,Ambiguity,It is expected that an intelligent adaptive interface that presents the right information in the right format (integrated and intuitive for that particular situation) at the right time (with an appropriate alerting strategy) can significantly increase flight safety.
2001 - beyond.txt,Vagueness,It is expected that an intelligent adaptive interface that presents the right information in the right format (integrated and intuitive for that particular situation) at the right time (with an appropriate alerting strategy) can significantly increase flight safety.
2001 - beyond.txt,Vagueness,"If the automation thinks that for the current situation a different presentation may be more efficient, it may suggest an adaptation that has to be agreed upon by the pilot."
2001 - beyond.txt,Ambiguity,The pilot is then informed if it seems reasonable to tailor the system.
2001 - beyond.txt,Vagueness,Simple adaptation gives the opportunity to users to tailor the system to their own needs and preferences.
2001 - beyond.txt,Incompleteness,"This already exists in the cockpit of today, where the pilots can control the brightness, contrast, etc."
2001 - beyond.txt,Ambiguity,BEYOND Public Deliverable 8 Functional Specifications and Architecture 31 February 2001 ITEA 99002 BEYOND • Carrying out some simple actions by comparing the active procedures with the pilot’s actions.
2001 - beyond.txt,Vagueness,BEYOND Public Deliverable 8 Functional Specifications and Architecture 31 February 2001 ITEA 99002 BEYOND • Carrying out some simple actions by comparing the active procedures with the pilot’s actions.
2001 - beyond.txt,Ambiguity,The intelligent interface itself has been implemented as a group of agents collaborating with the various system agents in a shared ontology (Figure 4).
2001 - beyond.txt,Ambiguity,Some of the main outcomes are described below.
2001 - beyond.txt,Ambiguity,"General changing requirements and extensions General The first prototype of the intelligent flight deck is able to build and maintain an internal model of a relatively small sub-set of the environment (objects, possibilities, constraints) and of some of the interactions within the human-machine system itself (goals, capabilities, preferences, etc.)."
2001 - beyond.txt,Incompleteness,"General changing requirements and extensions General The first prototype of the intelligent flight deck is able to build and maintain an internal model of a relatively small sub-set of the environment (objects, possibilities, constraints) and of some of the interactions within the human-machine system itself (goals, capabilities, preferences, etc.)."
2001 - beyond.txt,Vagueness,"Furthermore, the consequences of the adaptation on the user interface itself should be intuitive, and BEYOND Public Deliverable 8 Functional Specifications and Architecture 35 February 2001 ITEA 99002 BEYOND support visual momentum."
2001 - beyond.txt,Ambiguity,"Wherever appropriate, individual prototypes have been subject to usability studies."
2001 - beyond.txt,Ambiguity,"Projects involving adaptivity usually refer to D3, “adaptivity reference framework”, in their section about architecture."
2001 - ctc network.txt,Ambiguity,"• To provide a system which supports ITS center-to-center communications for command/control/status of various ITS field devices including: Dynamic Message Signs, Lane Control Signals and Closed Circuit Television Cameras (CCTVs), Ramp Meters, and Highway Advisory Radios (HARs)."
2001 - ctc network.txt,Incompleteness,"Capacity 1 Associating a bus stop, commuter / light rail stop, bus location, etc."
2001 - ctc network.txt,Incompleteness,The color coding shall be as follows: • Green - speeds > TBD MPH • Yellow - speeds between TBD and TBD MPH • Red – speeds below TBD MPH C2C-MP-06 The map shall display the current incidents (as icons) known to the C2C Project.
2001 - ctc network.txt,Ambiguity,Connectivity through the various firewalls and gateways is not addressed by this requirement.
2001 - ctc network.txt,Incompleteness,Worth DMS Dynamic Message Sign DT Data Transmission ESS Environmental Sensor Stations GI Incident GUI GUI Graphical User Interface HAR Highway Advisory Radio HOV High Occupancy Vehicle ICD Interface Control Document IMS Internet Map Server ISP Information System Provider ITS Intelligent Transportation Systems LCS Lane Control Signal MPH Miles Per Hour MULTI Mark-Up Language for Transportation Information NCTCOG North Central Texas Council of Governments NTCIP National Transportation Communications for ITS Protocol SRS Software Requirements Specification TBD To Be Determined TCP/IP Transmission Control Protocol/Internet Protocol TMC Traffic Management Center TMDD Traffic Management Data Dictionary TxDOT Texas Department of Transportation WWW World Wide Web SOFTWARE REQUIREMENTS SPECIFICATION A-1
2001 - elsfork.txt,Incompleteness,"Syftet med denna specifikation är ej att beskriva och specificera egenskaper hos SCADA-system, Människa/maskin-gränssnitt, regleralgoritmer etc."
2001 - elsfork.txt,Ambiguity,[3] Alarm Information for attracting attention to some abnormal state.
2001 - elsfork.txt,Vagueness,The CRC check calculation may be simple or complex depending on the protocol being used.
2001 - elsfork.txt,Ambiguity,"[2] Quality of Service A set of characteristics of a connection described in terms of qual- (QoS) ity of service (QoS) parameters, normally negotiated between peer entities."
2001 - elsfork.txt,Ambiguity,"[2] Transmission quality A term specifying some quality description of a communication network, e.g."
2001 - elsfork.txt,Ambiguity,"In some locations, the wind farm must participate actively in the regulation of the net- work stability."
2001 - elsfork.txt,Ambiguity,Suppliers usually have their own control system solutions and they are not compatible with others.
2001 - elsfork.txt,Incompleteness,"It is not within the scope of this Specification to describe and specify characteristics of SCADA-systems, HMI, control algorithms etc."
2001 - elsfork.txt,Ambiguity,In the appendices of the Specification some of the potential technical solutions that might fulfil the requirements stated in the document are described.
2001 - elsfork.txt,Ambiguity,"In the case of bigger plants there is usually a wind farm main controller (WFMC) and an internal communi- cation system, which connects all the turbines to the WFMC for further external communica- tion."
2001 - elsfork.txt,Incompleteness,"2.2 Communication System In this Specification “communication system” shall be understood as a system for: • Transfer of data from a process/plant level to a level, where data are accessible for an ap- plication in a standardised format • Transfer of data to a process/plant level for distribution of commands, operational settings etc."
2001 - elsfork.txt,Ambiguity,"In some locations, the wind farm must participate actively in the regula- tion of the network stability."
2001 - elsfork.txt,Vagueness,"A single wind turbine or a wind turbine clus- ter has minor impact on the power network • The properties and functions of the wind turbine(s), being rather simple compared to a wind farm."
2001 - elsfork.txt,Vagueness,The installation will typically have a very simple high voltage feeder to the network.
2001 - elsfork.txt,Ambiguity,"Private individuals, private corporations or electrical power companies often only own a sin- gle wind turbine or a wind turbine cluster."
2001 - elsfork.txt,Ambiguity,"Normally only one or two parties are engaged in operation and maintenance of the wind turbine(s), typically the owner and the operation and maintenance organisation, which in some cases is one and the same."
2001 - elsfork.txt,Incompleteness,"The system thus shall be adapted to individual users and services provided accordingly by means of configurations, set-ups etc."
2001 - elsfork.txt,Vagueness,"The system shall be robust and reliable, but the system shall not be used for the safe and secure operation of the plant."
2001 - elsfork.txt,Incompleteness,"The analysis may be in the form of spectres, trends, statistic figures, time tracking etc."
2001 - elsfork.txt,Incompleteness,"• Control Control function allows an operator or an automatic function to operate equipment like switchgear or transformer, a protection, etc."
2001 - elsfork.txt,Ambiguity,there is a need for attracting attention to some abnormal state.
2001 - elsfork.txt,Vagueness,In order to accomplish this the basic services of the communication system shall include the following: • Connection establishment and release • Authentication • Identification of functional object and devices • Data access and transfer • Reliable communication over a network 5.2 Data Transfer Principles Data can be transferred according to one of the following principles: A.
2001 - elsfork.txt,Ambiguity,And the latter is often grouped with other events before transmission.
2001 - elsfork.txt,Vagueness,Time critical functions must be based on fast and reliable transmission of a number of se- lected data types.
2001 - elsfork.txt,Ambiguity,"An example of a typical requirement regarding delays for these data is as follows: “The overall transfer time for services in time critical functions shall not be more than 0,5 seconds.” 5.7.2 Reliability Reliability in the sense that data can be retransmitted, reconstructed, or reprocessed if lost or inaccessible of some reason is essential."
2001 - elsfork.txt,Incompleteness,"if it’s an analogue or a binary value, if it’s a sin- gle value or a set of data, etc."
2001 - elsfork.txt,Incompleteness,"PICOM attributes to be transmitted at configuration time only (subscription, negotiation, etc.)"
2001 - elsfork.txt,Incompleteness,"Value for transmission (see above): test or default value if applicable Attributes for transmission (see above) Format: data format of the signal : I, UI, R, B, BS, BCD, etc."
2001 - elsfork.txt,Incompleteness,"Length: the length: i bit, j byte, k word Accuracy: classes of values Tag information: if time tagged or not (most data will be time tagged for validation) Type: analogue, binary, file, etc."
2001 - elsfork.txt,Incompleteness,"Kind: alarm, event, status, command, etc."
2001 - elsfork.txt,Incompleteness,"The system shall be able to manage naming of objects and variables (meas- urements, etc) in a hierarchical naming system in several levels."
2001 - elsfork.txt,Ambiguity,Some process values are not required as measurements directly at the source.
2001 - elsfork.txt,Incompleteness,"6.9 Counters Counters shall be understood as any value accumulated in time originating in the process such as hour counters, production counters, counters for operational modes, timer’s etc."
2001 - elsfork.txt,Incompleteness,"6.11 Grouped data Data values can be grouped based on logical relationships between the data, as chronologi- cally ordered data, as text etc."
2001 - elsfork.txt,Incompleteness,"6.11.2 Time series data Time series data are time based data values for a specific object attribute, for example sam- pled data, metering data, etc."
2001 - elsfork.txt,Incompleteness,6.11.4 Files Typically files will be used for upload and download of programs etc.
2001 - elsfork.txt,Ambiguity,A typical sampling rate could be 25 Hz.
2001 - elsfork.txt,Ambiguity,"IEC61850-02, Communication Networks and Systems in Substations, Glossary Page 26 ELFORSK 8 Appendices A: Technical Solutions Appendix A describes some proposed solutions that should correspond to the specification."
2001 - elsfork.txt,Ambiguity,"B: Protocols Some of the suggested protocols, proposed in Appendix A, have been summarised and inves- tigated in this appendix."
2001 - elsfork.txt,Ambiguity,"Page 27 ELFORSK Page 28 ELFORSK A Appendix A, Technical solutions A.1 Introduction This appendix present some examples on technical solutions to fulfil the requirements stated in the main document."
2001 - elsfork.txt,Ambiguity,"The name ICCP, which stands for Inter-control Center Communication Protocol is also often used."
2001 - elsfork.txt,Vagueness,"Since XML is non-proprietary and easy to read and write, it's an excellent format for the interchange of data among different applications."
2001 - elsfork.txt,Vagueness,The XML data can be transmitted over TCP/IP or other layers like simple RS232.
2001 - esa.txt,Vagueness,"• Clear: It is singular, concise, and simple."
2001 - esa.txt,Incompleteness,"RFP, proposal, SRS, etc): Source of the requirement • Verification Method (what method will be used to verify the requirement) SOFTWARE REQUIREMENTS SPECIFICATION 3 April 24, 2001 APAF-SRS-15-03561-V1.0 3.0 REQUIREMENTS The APAF ground data system requirements are categorized according to functional areas and are defined in the following sections in table format."
2001 - esa.txt,Ambiguity,"SOFTWARE REQUIREMENTS SPECIFICATION 6 April 24, 2001 APAF-SRS-15-03561-V1.0 Requirement Verification Rationale & Requirement Description Source Identifier Method(s) Comments The APAF system web server shall be password protected where APAF Software Section 10.0, APAF-PR-01 Demonstration appropriate to allow only pertinent Development Plan Security Plan ASPERA-3 team members access."
2001 - esa.txt,Ambiguity,"Some of the software quality factors that will be considered when developing the APAF data system include: reliability, maintainability, availability, flexibility, portability, testability, and usability."
2001 - hats.txt,Vagueness,"The goal of developing the HATS-GUI is to make the system more user-friendly, make the user interface platform independent, and to increase the use of the HATS system."
2001 - hats.txt,Ambiguity,Ancestor nodes The ancestor nodes of a node N is the set of nodes N* such that every element of N* is either the parent of N or the parent of some node in N*.
2001 - hats.txt,Ambiguity,Descendant nodes The descendant nodes of a node N is the set of nodes N* such every element of N* is either a child of N or the child of some node in N*.
2001 - hats.txt,Ambiguity,User-defined functions A file that defines the semantics of some function symbols in the language of the domain.
2001 - hats.txt,Vagueness,The HATS-GUI is intended to provide HATS users with an intuitive graphical interface to the HATS system.
2001 - hats.txt,Ambiguity,"It consists of three elements, each of which is stored in a separate file: a description of tokens in a language, a description of a context-free grammar for a language, and a library of user-defined functions that evaluate some of the function symbols in the language."
2001 - hats.txt,Vagueness,The HATS-GUI is a system that will provide a user with an intuitive interface to HATS-SML.
2001 - hats.txt,Ambiguity,"Use-case 4: Select File Use Case Summary: The user wants to perform some operation, and the system requests a filename."
2001 - hats.txt,Ambiguity,Use-case 5: Prepare Application Use Case Summary: The user wants to perform some operation on a selected application.
2001 - hats.txt,Ambiguity,Editor configuration information must be sufficient to start the editor on the Host OS.
2001 - hats.txt,Ambiguity,The system will respond to dragging of scroll buttons (or pressing arrow keys) by shifting the display in the appropriate direction.
2001 - hats.txt,Ambiguity,The system will respond to dragging of scroll buttons (or pressing arrow keys) by shifting the display in the appropriate direction.
2001 - hats.txt,Ambiguity,[SRSreq 44] Data sets shall be saved as files using file names with the appropriate extensions.
2001 - hats.txt,Ambiguity,"Some of these files are input to the transformation process, and others are output from the transformation process."
2001 - hats.txt,Ambiguity,"Some facility should be provided for ""first match"", ""next match"", and so on."
2001 - hats.txt,Incompleteness,"Some facility should be provided for ""first match"", ""next match"", and so on."
2001 - hats.txt,Ambiguity,β derives a string α if there is some finite sequence of transformations that convert β to α.
2001 - hats.txt,Ambiguity,Search pattern A search pattern is a string w such that w is a sub-string of a string α and α is a string derived from some non- terminal β in the target grammar.
2001 - hats.txt,Vagueness,"Example For example, assume we have the following grammar describing simple expressions."
2001 - hats.txt,Ambiguity,Table 8 describes the results for some example searches.
